Plate Number,Entry Time,Exit Time,Location
UPISENSSES,2025-11-06 18:18:44,2025-11-06 18:18:44,video_20250910_105621
HELENEHY,2025-11-06 18:18:47,2025-11-06 18:18:47,video_20250910_105621
PONERSSA,2025-11-06 18:18:51,2025-11-06 18:18:51,video_20250910_105621
ORTEERSZ,2025-11-06 18:18:52,2025-11-06 18:18:52,video_20250910_105621
PARERSSS,2025-11-06 18:18:53,2025-11-06 18:18:53,video_20250910_105621
LARISERSSZS,2025-11-06 18:18:55,2025-11-06 18:18:55,video_20250910_105621
FERNSERSS,2025-11-06 18:18:56,2025-11-06 18:18:56,video_20250910_105621
PORSCSSY,2025-11-06 18:18:58,2025-11-06 18:18:58,video_20250910_105621
TPSEF352,2025-11-06 18:19:01,2025-11-08 00:16:48,video_20250910_105621
PORES,2025-11-06 18:19:01,2025-11-06 18:19:01,video_20250910_105621
TPISESETS,2025-11-06 18:19:02,2025-11-06 18:19:02,video_20250910_105621
TRISERSS25,2025-11-06 18:19:03,2025-11-08 00:16:49,video_20250910_105621
WISEISZS,2025-11-06 18:19:03,2025-11-06 18:19:03,video_20250910_105621
ERTER3S2S,2025-11-06 18:19:04,2025-11-08 00:16:50,video_20250910_105621
FTPISERS525,2025-11-06 18:19:04,2025-11-08 00:16:51,video_20250910_105621
ORSRS,2025-11-06 18:19:05,2025-11-06 18:19:05,video_20250910_105621
UFTSEFSS23,2025-11-06 18:19:06,2025-11-08 00:16:53,video_20250910_105621
ORRSERSSZS,2025-11-06 18:19:07,2025-11-06 18:19:07,video_20250910_105621
PURNSTRSSZG,2025-11-06 18:19:07,2025-11-06 18:19:07,video_20250910_105621
PRESERSSZY,2025-11-06 18:19:09,2025-11-06 18:19:09,video_20250910_105621
PORSERASZ,2025-11-06 18:19:10,2025-11-06 18:19:10,video_20250910_105621
ARISESSS,2025-11-06 18:19:11,2025-11-06 18:19:11,video_20250910_105621
INTERIOR,2025-11-06 18:19:11,2025-11-06 18:19:11,video_20250910_105621
APISERASE,2025-11-06 18:19:12,2025-11-06 18:19:12,video_20250910_105621
UPUSEFSZ,2025-11-06 18:19:13,2025-11-06 18:19:13,video_20250910_105621
BSASEIZE,2025-11-06 18:19:14,2025-11-06 18:19:14,video_20250910_105621
TISERSSTS,2025-11-06 18:19:15,2025-11-06 18:19:15,video_20250910_105621
UPISEFISZS,2025-11-06 18:19:16,2025-11-06 18:19:16,video_20250910_105621
PURISERSSZS,2025-11-06 18:19:18,2025-11-06 18:19:18,video_20250910_105621
FORTSEF3525,2025-11-06 18:19:18,2025-11-08 00:17:04,video_20250910_105621
UPISEFS525,2025-11-06 18:19:19,2025-11-08 00:17:05,video_20250910_105621
PORVSERSSZS,2025-11-06 18:19:20,2025-11-06 18:19:20,video_20250910_105621
ARASA,2025-11-06 18:19:20,2025-11-06 18:19:20,video_20250910_105621
FTPISERG5Z5,2025-11-06 18:19:21,2025-11-08 00:17:07,video_20250910_105621
FUPSEFISZ,2025-11-06 18:19:23,2025-11-06 18:19:23,video_20250910_105621
FUPISEFIS2S,2025-11-06 18:19:24,2025-11-08 00:17:10,video_20250910_105621
DPISEFSSZS,2025-11-06 18:19:26,2025-11-06 18:19:26,video_20250910_105621
PARISERASZD,2025-11-06 18:19:27,2025-11-06 18:19:27,video_20250910_105621
UALAYEALG,2025-11-06 18:19:29,2025-11-06 18:19:29,video_20250910_105621
UPISEFSSZS,2025-11-06 18:19:29,2025-11-06 18:19:29,video_20250910_105621
FRORTSER9SES,2025-11-06 18:19:35,2025-11-08 00:17:21,video_20250910_105621
PUPRSERSSZ3,2025-11-06 18:19:39,2025-11-08 00:17:24,video_20250910_105621
PUPRSERSSZS,2025-11-06 18:19:41,2025-11-06 18:19:41,video_20250910_105621
FARSERS523,2025-11-06 18:19:42,2025-11-08 00:17:27,video_20250910_105621
PPTBEESEZS,2025-11-06 18:19:46,2025-11-06 18:19:46,video_20250910_105621
ANMAYAIE,2025-11-06 18:19:53,2025-11-06 18:19:53,video_20250910_105621
EMERNN,2025-11-06 18:19:56,2025-11-06 18:19:56,video_20250910_105621
RONYEPAR7,2025-11-06 18:19:57,2025-11-08 00:17:40,video_20250910_105621
CHOTCES212,2025-11-06 18:19:58,2025-11-08 00:17:41,video_20250910_105621
TEATICRSZN,2025-11-06 18:19:59,2025-11-06 18:19:59,video_20250910_105621
CHUICPA2T,2025-11-06 18:23:06,2025-11-08 00:17:45,video_20250910_105621
CHOTCPOZ12,2025-11-06 18:23:10,2025-11-08 00:17:50,video_20250910_105621
THOTAD1,2025-11-06 18:23:11,2025-11-08 00:17:50,video_20250910_105621
CHOICPS2NZ,2025-11-06 18:23:21,2025-11-08 00:18:00,video_20250910_105621
TARCRAZ2,2025-11-06 18:23:22,2025-11-08 00:18:01,video_20250910_105621
CHOMP3232,2025-11-06 18:23:23,2025-11-08 00:18:02,video_20250910_105621
TADICRA212,2025-11-06 18:23:24,2025-11-08 00:18:02,video_20250910_105621
1TANNERSZ2,2025-11-06 18:23:26,2025-11-08 00:18:05,video_20250910_105621
MMOTCR332,2025-11-06 18:23:27,2025-11-08 00:18:05,video_20250910_105621
SRSTERGZ2,2025-11-06 18:23:27,2025-11-08 00:18:06,video_20250910_105621
ARISES7S,2025-11-06 18:24:54,2025-11-06 21:51:30,video_20250910_105621
FYSSS757,2025-11-06 18:24:56,2025-11-06 21:51:33,video_20250910_105621
971SES77,2025-11-06 18:24:57,2025-11-06 21:51:35,video_20250910_105621
ORIS6T77M,2025-11-06 18:24:58,2025-11-06 21:51:36,video_20250910_105621
ARSSST737,2025-11-06 18:25:00,2025-11-06 21:51:40,video_20250910_105621
PISO757,2025-11-06 18:25:01,2025-11-06 21:51:42,video_20250910_105621
ARSSET77,2025-11-06 18:25:01,2025-11-06 21:51:43,video_20250910_105621
RISSRI7Y7,2025-11-06 18:25:02,2025-11-06 21:51:44,video_20250910_105621
SET757,2025-11-06 18:25:02,2025-11-06 21:51:44,video_20250910_105621
ARISER1257,2025-11-06 18:25:06,2025-11-06 21:51:50,video_20250910_105621
LARISERI257,2025-11-06 18:25:06,2025-11-06 21:51:51,video_20250910_105621
LAR5611257,2025-11-06 18:25:07,2025-11-06 21:51:51,video_20250910_105621
AR15611797,2025-11-06 18:25:07,2025-11-06 21:51:52,video_20250910_105621
ARISES757,2025-11-06 18:25:08,2025-11-06 21:51:53,video_20250910_105621
FAE15671757,2025-11-06 18:25:08,2025-11-06 21:51:54,video_20250910_105621
LARSERT77,2025-11-06 18:25:09,2025-11-06 21:51:55,video_20250910_105621
9P15641757,2025-11-06 18:25:09,2025-11-06 21:51:56,video_20250910_105621
PISET1257,2025-11-06 18:25:10,2025-11-06 21:51:57,video_20250910_105621
PISGY1757,2025-11-06 18:25:11,2025-11-06 21:51:58,video_20250910_105621
PSSGL257,2025-11-06 18:25:11,2025-11-06 21:51:59,video_20250910_105621
LAPI5611297,2025-11-06 18:25:12,2025-11-06 21:52:00,video_20250910_105621
QR15671297,2025-11-06 18:25:13,2025-11-06 21:52:02,video_20250910_105621
FAPSER27,2025-11-06 18:25:13,2025-11-06 21:52:03,video_20250910_105621
UPTS0M8956,2025-11-06 18:25:32,2025-11-06 21:52:32,video_20250910_105621
UP15008956P,2025-11-06 18:25:33,2025-11-06 21:52:33,video_20250910_105621
UPFS0AG956,2025-11-06 18:25:33,2025-11-06 21:52:34,video_20250910_105621
UP1508956,2025-11-06 18:25:34,2025-11-06 21:52:35,video_20250910_105621
UP150NB956A,2025-11-06 18:25:34,2025-11-06 21:52:35,video_20250910_105621
UP15048956AN,2025-11-06 18:25:35,2025-11-06 21:52:36,video_20250910_105621
UP50W8956,2025-11-06 18:25:35,2025-11-06 21:52:38,video_20250910_105621
UP15DWA956A,2025-11-06 18:25:36,2025-11-06 21:52:39,video_20250910_105621
UPTS0W8956,2025-11-06 18:25:37,2025-11-06 21:52:41,video_20250910_105621
UPTSOUA956,2025-11-06 18:25:38,2025-11-06 21:52:43,video_20250910_105621
UPTSONA956,2025-11-06 18:25:38,2025-11-06 21:52:43,video_20250910_105621
UPTSOWE956,2025-11-06 18:25:39,2025-11-06 21:52:44,video_20250910_105621
UPTSOWA956,2025-11-06 18:25:39,2025-11-06 22:44:43,video_20250910_105621
UPTSON9956,2025-11-06 18:25:40,2025-11-06 21:52:45,video_20250910_105621
UPTSOWS9SE,2025-11-06 18:25:40,2025-11-06 21:52:45,video_20250910_105621
UPYSDMA3SE,2025-11-06 18:25:40,2025-11-06 22:44:44,video_20250910_105621
UPTS08956,2025-11-06 18:25:42,2025-11-06 21:52:50,video_20250910_105621
UPFSOKBIS6,2025-11-06 18:25:43,2025-11-06 21:52:51,video_20250910_105621
UPRSVWES56,2025-11-06 18:25:44,2025-11-06 21:52:52,video_20250910_105621
UPSS0V356,2025-11-06 18:25:44,2025-11-06 21:52:53,video_20250910_105621
UPT50K8356,2025-11-06 18:25:45,2025-11-06 21:52:54,video_20250910_105621
UPTSOWESS6VA,2025-11-06 18:25:45,2025-11-06 21:52:54,video_20250910_105621
PYE1S0UAASE,2025-11-06 18:25:47,2025-11-06 21:52:58,video_20250910_105621
PYE1503956,2025-11-06 18:25:48,2025-11-06 21:52:59,video_20250910_105621
UEWS000956,2025-11-06 18:25:49,2025-11-06 21:53:00,video_20250910_105621
YET50KE956,2025-11-06 18:25:49,2025-11-06 21:53:00,video_20250910_105621
UPY5PUESSS,2025-11-06 18:25:50,2025-11-06 21:53:02,video_20250910_105621
FYP1SOVESSE,2025-11-06 18:25:50,2025-11-06 21:53:03,video_20250910_105621
UPT5OWE356,2025-11-06 18:25:51,2025-11-06 21:53:04,video_20250910_105621
YUP15040956,2025-11-06 18:25:52,2025-11-06 21:53:05,video_20250910_105621
FUPTS0W8356,2025-11-06 18:25:52,2025-11-06 21:53:07,video_20250910_105621
UPTSD8S56,2025-11-06 18:25:55,2025-11-06 22:44:49,video_20250910_105621
UPTD8S56,2025-11-06 18:25:55,2025-11-06 21:53:12,video_20250910_105621
PYPTS0V3956,2025-11-06 18:25:56,2025-11-06 21:53:13,video_20250910_105621
UPRSGWE95S,2025-11-06 18:25:58,2025-11-06 21:53:15,video_20250910_105621
UPTSGWS95S,2025-11-06 18:25:58,2025-11-06 21:53:15,video_20250910_105621
FUPTS0WE3SSY,2025-11-06 18:25:58,2025-11-06 21:53:17,video_20250910_105621
PPTS0KA956,2025-11-06 18:25:59,2025-11-06 21:53:18,video_20250910_105621
FUR1S0VEASOY,2025-11-06 18:26:03,2025-11-06 21:53:25,video_20250910_105621
PUP150WE956,2025-11-06 18:26:04,2025-11-06 21:53:26,video_20250910_105621
URSSOVE35S,2025-11-06 18:26:06,2025-11-06 21:53:29,video_20250910_105621
UPVS0NA3SE,2025-11-06 18:26:07,2025-11-06 21:53:31,video_20250910_105621
RORSS0WG3569,2025-11-06 18:26:09,2025-11-06 21:53:35,video_20250910_105621
RY1S08356,2025-11-06 18:26:10,2025-11-06 21:53:37,video_20250910_105621
YUPTS0VESSEY,2025-11-06 18:26:13,2025-11-06 21:53:44,video_20250910_105621
PCPTSSVES56,2025-11-06 18:26:15,2025-11-06 21:53:47,video_20250910_105621
PUPSSCYS55,2025-11-06 18:26:16,2025-11-06 21:53:49,video_20250910_105621
FUP1SD0955,2025-11-06 18:26:17,2025-11-06 21:53:51,video_20250910_105621
RAR15002356,2025-11-06 18:26:19,2025-11-06 21:53:55,video_20250910_105621
FIRIICUE355Y,2025-11-06 18:26:20,2025-11-06 21:53:56,video_20250910_105621
FSPISCWT936,2025-11-06 18:26:27,2025-11-06 21:54:12,video_20250910_105621
PISOTSRA558,2025-11-06 18:26:29,2025-11-06 21:54:15,video_20250910_105621
PYETSCRT5S,2025-11-06 18:26:30,2025-11-06 21:54:18,video_20250910_105621
PURSES69,2025-11-06 18:26:35,2025-11-06 21:54:29,video_20250910_105621
PORTE4,2025-11-06 18:26:48,2025-11-06 21:54:54,video_20250910_105621
UP15021777,2025-11-06 18:26:49,2025-11-06 22:45:07,video_20250910_105621
WISII7Y,2025-11-06 18:26:50,2025-11-06 21:54:59,video_20250910_105621
POETAI5,2025-11-06 18:26:55,2025-11-06 21:55:08,video_20250910_105621
UP15921777,2025-11-06 18:26:56,2025-11-06 21:55:09,video_20250910_105621
UP95021777,2025-11-06 18:26:57,2025-11-06 21:55:12,video_20250910_105621
UP1S021777,2025-11-06 18:26:58,2025-11-06 22:45:06,video_20250910_105621
UP18971777,2025-11-06 18:27:01,2025-11-06 21:55:18,video_20250910_105621
UPISD21777,2025-11-06 18:27:04,2025-11-06 22:45:06,video_20250910_105621
UP1SO21777,2025-11-06 18:27:05,2025-11-06 21:55:25,video_20250910_105621
UP15D23727,2025-11-06 18:27:05,2025-11-06 21:55:26,video_20250910_105621
UP15021779,2025-11-06 18:27:06,2025-11-06 21:55:27,video_20250910_105621
YP15021777,2025-11-06 18:27:07,2025-11-06 21:55:29,video_20250910_105621
UP15024777,2025-11-06 18:27:07,2025-11-06 21:55:30,video_20250910_105621
UP18073777,2025-11-06 18:27:08,2025-11-06 21:55:31,video_20250910_105621
UP47449053,2025-11-06 18:27:48,2025-11-06 22:45:17,video_20250910_105621
UP1743953,2025-11-06 18:27:51,2025-11-06 21:56:43,video_20250910_105621
UP17AA3053,2025-11-06 18:27:52,2025-11-06 22:45:19,video_20250910_105621
74IAHTS5,2025-11-06 18:27:59,2025-11-06 21:56:55,video_20250910_105621
TUP17419053,2025-11-06 18:28:01,2025-11-06 21:56:57,video_20250910_105621
UP174139053,2025-11-06 18:28:01,2025-11-06 21:56:58,video_20250910_105621
UP17443053,2025-11-06 18:28:05,2025-11-06 22:45:18,video_20250910_105621
UPI0305,2025-11-06 18:28:10,2025-11-06 21:57:12,video_20250910_105621
RISSIS0S3,2025-11-06 18:28:13,2025-11-06 21:57:17,video_20250910_105621
TUR17I13053,2025-11-06 18:28:14,2025-11-06 21:57:18,video_20250910_105621
VPITANN053,2025-11-06 18:28:14,2025-11-06 21:57:19,video_20250910_105621
A46788509,2025-11-06 18:30:04,2025-11-06 22:00:02,video_20250910_105621
S1886A,2025-11-06 18:30:09,2025-11-06 22:00:11,video_20250910_105621
UATCONE16,2025-11-06 18:30:16,2025-11-06 22:00:26,video_20250910_105621
GLIT7865,2025-11-06 18:30:16,2025-11-06 22:00:26,video_20250910_105621
EOLICT7BC5,2025-11-06 18:30:19,2025-11-06 22:00:31,video_20250910_105621
ONDE16,2025-11-06 18:30:20,2025-11-06 22:00:33,video_20250910_105621
TUPTCOMEE16,2025-11-06 18:30:22,2025-11-06 22:00:36,video_20250910_105621
UPLCORÉ66,2025-11-06 18:30:22,2025-11-06 22:00:37,video_20250910_105621
FOUR705,2025-11-06 18:30:22,2025-11-06 22:00:37,video_20250910_105621
ATER7045,2025-11-06 18:30:25,2025-11-06 22:00:42,video_20250910_105621
OL10H725,2025-11-06 18:30:25,2025-11-06 22:00:43,video_20250910_105621
1UBICONDSISF,2025-11-06 18:30:26,2025-11-06 22:00:43,video_20250910_105621
FOLICT785,2025-11-06 18:30:27,2025-11-06 22:00:46,video_20250910_105621
VP1ZO4SEIS,2025-11-06 18:30:28,2025-11-06 22:00:47,video_20250910_105621
FOUC77825,2025-11-06 18:30:28,2025-11-06 22:00:47,video_20250910_105621
QUICT7825,2025-11-06 18:30:31,2025-11-06 22:00:52,video_20250910_105621
BLUCT745,2025-11-06 18:30:32,2025-11-06 22:00:53,video_20250910_105621
AY5PER,2025-11-06 18:31:42,2025-11-06 22:02:47,video_20250910_105621
OR7SRI232,2025-11-06 18:32:16,2025-11-06 18:32:16,video_20250910_105621
UPBFAZ323,2025-11-06 18:32:30,2025-11-06 18:32:30,video_20250910_105621
UPTAFA2323,2025-11-06 18:32:32,2025-11-06 22:46:59,video_20250910_105621
UPDTEICA50H,2025-11-06 18:33:44,2025-11-06 18:33:44,video_20250910_105621
URAJC050,2025-11-06 18:33:47,2025-11-06 18:33:47,video_20250910_105621
UP77NJE050,2025-11-06 18:33:49,2025-11-06 18:33:49,video_20250910_105621
MFOR320COO,2025-11-06 18:33:49,2025-11-06 18:33:49,video_20250910_105621
RAZML450,2025-11-06 18:33:50,2025-11-06 18:33:50,video_20250910_105621
ARSSCT0,2025-11-06 18:33:51,2025-11-06 18:33:51,video_20250910_105621
P17246850,2025-11-06 18:33:52,2025-11-06 18:33:52,video_20250910_105621
AURSZE3CTO,2025-11-06 18:33:53,2025-11-06 18:33:53,video_20250910_105621
YPAAZNJLE50,2025-11-06 18:33:53,2025-11-06 18:33:53,video_20250910_105621
URA204050,2025-11-06 18:33:54,2025-11-06 18:33:54,video_20250910_105621
UR37WE850,2025-11-06 18:33:55,2025-11-06 18:33:55,video_20250910_105621
UPIZN12859,2025-11-06 18:33:55,2025-11-06 18:33:55,video_20250910_105621
BBVR320050,2025-11-06 18:33:56,2025-11-06 18:33:56,video_20250910_105621
BTVAC850,2025-11-06 18:33:56,2025-11-06 18:33:56,video_20250910_105621
UP3ZNJ050,2025-11-06 18:33:59,2025-11-06 22:47:26,video_20250910_105621
UP32N12050,2025-11-06 18:34:00,2025-11-06 22:47:27,video_20250910_105621
UP32H12050,2025-11-06 18:34:01,2025-11-06 22:47:27,video_20250910_105621
UPI7J4850,2025-11-06 18:34:02,2025-11-06 18:34:02,video_20250910_105621
IVRAZNSCES0,2025-11-06 18:34:02,2025-11-06 18:34:02,video_20250910_105621
OE32X050,2025-11-06 18:34:03,2025-11-06 18:34:03,video_20250910_105621
MPY7L20514,2025-11-06 18:34:08,2025-11-06 18:34:08,video_20250910_105621
YUPT7L2051,2025-11-06 18:34:09,2025-11-06 18:34:09,video_20250910_105621
PHIR20ST,2025-11-06 18:34:09,2025-11-06 18:34:09,video_20250910_105621
FOO2051,2025-11-06 18:34:12,2025-11-06 18:34:12,video_20250910_105621
7ERNMOST,2025-11-06 18:34:14,2025-11-06 18:34:14,video_20250910_105621
7WIRE205,2025-11-06 18:34:17,2025-11-06 18:34:17,video_20250910_105621
YUPSLM5,2025-11-06 18:34:19,2025-11-06 18:34:19,video_20250910_105621
UPS7LUSR,2025-11-06 18:34:21,2025-11-06 18:34:21,video_20250910_105621
UPI7LOT,2025-11-06 18:34:22,2025-11-06 18:34:22,video_20250910_105621
SARU70511,2025-11-06 18:34:29,2025-11-06 18:34:29,video_20250910_105621
WR2251,2025-11-06 18:34:33,2025-11-06 18:34:33,video_20250910_105621
YOANN5,2025-11-06 18:34:42,2025-11-06 18:34:42,video_20250910_105621
XEFHE4,2025-11-06 18:36:41,2025-11-06 18:36:41,video_20250910_105621
WI20E7602,2025-11-06 22:18:38,2025-11-06 22:18:38,WhatsApp Image 2025-11-04 at 00
UPISEF9525,2025-11-06 22:37:03,2025-11-06 22:40:24,a4
UP1SEF35254,2025-11-06 22:43:22,2025-11-06 22:43:22,video_20250910_105621
TPYSEF952,2025-11-06 22:43:22,2025-11-06 22:43:22,video_20250910_105621
UPISERS323,2025-11-06 22:43:23,2025-11-06 22:43:23,video_20250910_105621
RERRSTR3579,2025-11-06 22:43:25,2025-11-06 22:43:25,video_20250910_105621
UPISEF2529,2025-11-06 22:43:27,2025-11-06 22:43:27,video_20250910_105621
UPISEFIS25,2025-11-06 22:43:28,2025-11-06 22:43:28,video_20250910_105621
UPISEFGS2Y,2025-11-06 22:43:29,2025-11-06 22:43:29,video_20250910_105621
PURISEF525,2025-11-06 22:43:29,2025-11-06 22:43:29,video_20250910_105621
UPISEFISZ5,2025-11-06 22:43:29,2025-11-06 22:43:36,video_20250910_105621
UPSEF3525,2025-11-06 22:43:30,2025-11-06 22:43:30,video_20250910_105621
PUPIEF9525,2025-11-06 22:43:30,2025-11-06 22:43:30,video_20250910_105621
IE15EF3525,2025-11-06 22:43:30,2025-11-06 22:43:30,video_20250910_105621
PORISER35254,2025-11-06 22:43:31,2025-11-06 22:43:31,video_20250910_105621
PUPISEF9525,2025-11-06 22:43:31,2025-11-06 22:43:31,video_20250910_105621
FUPSEF9525,2025-11-06 22:43:32,2025-11-06 22:43:32,video_20250910_105621
UPISEFSS291,2025-11-06 22:43:33,2025-11-06 22:43:33,video_20250910_105621
FUPISEF9525,2025-11-06 22:43:34,2025-11-06 22:43:34,video_20250910_105621
UPTSEFIS25,2025-11-06 22:43:34,2025-11-06 22:43:34,video_20250910_105621
ORSSEF3525,2025-11-06 22:43:34,2025-11-06 22:43:34,video_20250910_105621
UP1SEF9925,2025-11-06 22:43:35,2025-11-06 22:43:35,video_20250910_105621
UP15EF9925,2025-11-06 22:43:35,2025-11-06 22:43:35,video_20250910_105621
PURSSER3523,2025-11-06 22:43:35,2025-11-06 22:43:35,video_20250910_105621
URSEF9525,2025-11-06 22:43:36,2025-11-06 22:43:36,video_20250910_105621
OP15EF9525,2025-11-06 22:43:36,2025-11-06 22:43:36,video_20250910_105621
UP15EF9525,2025-11-06 22:43:37,2025-11-06 22:43:37,video_20250910_105621
